continent,location,date,population,new_vaccinations,RollingPeopleVaccinated
Europe,Czechia,2021-05-03,10708982,71006,3304791
Europe,Czechia,2021-05-04,10708982,72979,3377770
Europe,Czechia,2021-05-05,10708982,80373,3458143
Europe,Czechia,2021-05-06,10708982,88831,3546974
Europe,Czechia,2021-05-07,10708982,85180,3632154
Europe,Czechia,2021-05-08,10708982,30918,3663072
Europe,Czechia,2021-05-09,10708982,25303,3688375
Europe,Czechia,2021-05-10,10708982,78021,3766396
Europe,Czechia,2021-05-11,10708982,82878,3849274
Europe,Czechia,2021-05-12,10708982,87067,3936341
Europe,Czechia,2021-05-13,10708982,91431,4027772
Europe,Czechia,2021-05-14,10708982,85844,4113616
Europe,Czechia,2021-05-15,10708982,33893,4147509
Europe,Czechia,2021-05-16,10708982,26885,4174394
Europe,Czechia,2021-05-17,10708982,78157,4252551
Europe,Czechia,2021-05-18,10708982,83733,4336284
Europe,Czechia,2021-05-19,10708982,91100,4427384
Europe,Czechia,2021-05-20,10708982,100445,4527829
Europe,Czechia,2021-05-21,10708982,94816,4622645
Europe,Czechia,2021-05-22,10708982,43136,4665781
Europe,Czechia,2021-05-23,10708982,31206,4696987
Europe,Czechia,2021-05-24,10708982,79155,4776142
Europe,Czechia,2021-05-25,10708982,85555,4861697
Europe,Czechia,2021-05-26,10708982,103079,4964776
Europe,Czechia,2021-05-27,10708982,106309,5071085
Europe,Czechia,2021-05-28,10708982,105843,5176928
Europe,Czechia,2021-05-29,10708982,45981,5222909
Europe,Czechia,2021-05-30,10708982,36655,5259564
Europe,Czechia,2021-05-31,10708982,101085,5360649
Europe,Czechia,2021-06-01,10708982,104826,5465475
Europe,Czechia,2021-06-02,10708982,114129,5579604
Europe,Czechia,2021-06-03,10708982,115295,5694899
Europe,Czechia,2021-06-04,10708982,116921,5811820
Europe,Czechia,2021-06-05,10708982,52654,5864474
Europe,Czechia,2021-06-06,10708982,41824,5906298
Europe,Czechia,2021-06-07,10708982,115833,6022131
Europe,Czechia,2021-06-08,10708982,115537,6137668
Europe,Czechia,2021-06-09,10708982,119409,6257077
Europe,Czechia,2021-06-10,10708982,121114,6378191
Europe,Czechia,2021-06-11,10708982,117786,6495977
Europe,Czechia,2021-06-12,10708982,52363,6548340
Europe,Czechia,2021-06-13,10708982,42118,6590458
Europe,Czechia,2021-06-14,10708982,114398,6704856
Europe,Czechia,2021-06-15,10708982,114274,6819130
Europe,Czechia,2021-06-16,10708982,117822,6936952
Europe,Czechia,2021-06-17,10708982,119616,7056568
Europe,Czechia,2021-06-18,10708982,119518,7176086
Europe,Czechia,2021-06-19,10708982,50666,7226752
Europe,Czechia,2021-06-20,10708982,40908,7267660
Europe,Czechia,2021-06-21,10708982,109163,7376823
Europe,Czechia,2021-06-22,10708982,112434,7489257
Europe,Czechia,2021-06-23,10708982,113987,7603244
Europe,Czechia,2021-06-24,10708982,117496,7720740
Europe,Czechia,2021-06-25,10708982,114727,7835467
Europe,Czechia,2021-06-26,10708982,50245,7885712
Europe,Czechia,2021-06-27,10708982,40315,7926027
Europe,Czechia,2021-06-28,10708982,111743,8037770
Europe,Czechia,2021-06-29,10708982,113627,8151397
Europe,Czechia,2021-06-30,10708982,116284,8267681
Europe,Czechia,2021-07-01,10708982,111400,8379081
Europe,Czechia,2021-07-02,10708982,110054,8489135
Europe,Czechia,2021-07-03,10708982,38312,8527447
Europe,Czechia,2021-07-04,10708982,29143,8556590
Europe,Czechia,2021-07-05,10708982,32481,8589071
Europe,Czechia,2021-07-06,10708982,32785,8621856
Europe,Czechia,2021-07-07,10708982,103097,8724953
Europe,Czechia,2021-07-08,10708982,95046,8819999
Europe,Czechia,2021-07-09,10708982,95053,8915052
Europe,Czechia,2021-07-10,10708982,37659,8952711
Europe,Czechia,2021-07-11,10708982,31190,8983901
Europe,Czechia,2021-07-12,10708982,94518,9078419
Europe,Czechia,2021-07-13,10708982,93471,9171890
Europe,Czechia,2021-07-14,10708982,94880,9266770
Europe,Czechia,2021-07-15,10708982,91555,9358325
Europe,Czechia,2021-07-16,10708982,96702,9455027
Europe,Czechia,2021-07-17,10708982,38962,9493989
Europe,Czechia,2021-07-18,10708982,32987,9526976
Europe,Czechia,2021-07-19,10708982,87598,9614574
Europe,Czechia,2021-07-20,10708982,85400,9699974
Europe,Czechia,2021-07-21,10708982,82450,9782424
Europe,Czechia,2021-07-22,10708982,74419,9856843
Europe,Czechia,2021-07-23,10708982,,9856843
Africa,Democratic Republic of Congo,2020-03-11,89561404,,
Africa,Democratic Republic of Congo,2020-03-12,89561404,,
Africa,Democratic Republic of Congo,2020-03-13,89561404,,
Africa,Democratic Republic of Congo,2020-03-14,89561404,,
Africa,Democratic Republic of Congo,2020-03-15,89561404,,
Africa,Democratic Republic of Congo,2020-03-16,89561404,,
Africa,Democratic Republic of Congo,2020-03-17,89561404,,
Africa,Democratic Republic of Congo,2020-03-18,89561404,,
Africa,Democratic Republic of Congo,2020-03-19,89561404,,
Africa,Democratic Republic of Congo,2020-03-20,89561404,,
Africa,Democratic Republic of Congo,2020-03-21,89561404,,
Africa,Democratic Republic of Congo,2020-03-22,89561404,,
Africa,Democratic Republic of Congo,2020-03-23,89561404,,
Africa,Democratic Republic of Congo,2020-03-24,89561404,,
Africa,Democratic Republic of Congo,2020-03-25,89561404,,
Africa,Democratic Republic of Congo,2020-03-26,89561404,,
Africa,Democratic Republic of Congo,2020-03-27,89561404,,
Africa,Democratic Republic of Congo,2020-03-28,89561404,,
Africa,Democratic Republic of Congo,2020-03-29,89561404,,
Africa,Democratic Republic of Congo,2020-03-30,89561404,,
Africa,Democratic Republic of Congo,2020-03-31,89561404,,
Africa,Democratic Republic of Congo,2020-04-01,89561404,,
Africa,Democratic Republic of Congo,2020-04-02,89561404,,
Africa,Democratic Republic of Congo,2020-04-03,89561404,,
Africa,Democratic Republic of Congo,2020-04-04,89561404,,
Africa,Democratic Republic of Congo,2020-04-05,89561404,,
Africa,Democratic Republic of Congo,2020-04-06,89561404,,
Africa,Democratic Republic of Congo,2020-04-07,89561404,,
Africa,Democratic Republic of Congo,2020-04-08,89561404,,
Africa,Democratic Republic of Congo,2020-04-09,89561404,,
Africa,Democratic Republic of Congo,2020-04-10,89561404,,
Africa,Democratic Republic of Congo,2020-04-11,89561404,,
Africa,Democratic Republic of Congo,2020-04-12,89561404,,
Africa,Democratic Republic of Congo,2020-04-13,89561404,,
Africa,Democratic Republic of Congo,2020-04-14,89561404,,
Africa,Democratic Republic of Congo,2020-04-15,89561404,,
Africa,Democratic Republic of Congo,2020-04-16,89561404,,
Africa,Democratic Republic of Congo,2020-04-17,89561404,,
Africa,Democratic Republic of Congo,2020-04-18,89561404,,
Africa,Democratic Republic of Congo,2020-04-19,89561404,,
Africa,Democratic Republic of Congo,2020-04-20,89561404,,
Africa,Democratic Republic of Congo,2020-04-21,89561404,,
Africa,Democratic Republic of Congo,2020-04-22,89561404,,
Africa,Democratic Republic of Congo,2020-04-23,89561404,,
Africa,Democratic Republic of Congo,2020-04-24,89561404,,
Africa,Democratic Republic of Congo,2020-04-25,89561404,,
Africa,Democratic Republic of Congo,2020-04-26,89561404,,
Africa,Democratic Republic of Congo,2020-04-27,89561404,,
Africa,Democratic Republic of Congo,2020-04-28,89561404,,
Africa,Democratic Republic of Congo,2020-04-29,89561404,,
Africa,Democratic Republic of Congo,2020-04-30,89561404,,
Africa,Democratic Republic of Congo,2020-05-01,89561404,,
Africa,Democratic Republic of Congo,2020-05-02,89561404,,
Africa,Democratic Republic of Congo,2020-05-03,89561404,,
Africa,Democratic Republic of Congo,2020-05-04,89561404,,
Africa,Democratic Republic of Congo,2020-05-05,89561404,,
Africa,Democratic Republic of Congo,2020-05-06,89561404,,
Africa,Democratic Republic of Congo,2020-05-07,89561404,,
Africa,Democratic Republic of Congo,2020-05-08,89561404,,
Africa,Democratic Republic of Congo,2020-05-09,89561404,,
Africa,Democratic Republic of Congo,2020-05-10,89561404,,
Africa,Democratic Republic of Congo,2020-05-11,89561404,,
Africa,Democratic Republic of Congo,2020-05-12,89561404,,
Africa,Democratic Republic of Congo,2020-05-13,89561404,,
Africa,Democratic Republic of Congo,2020-05-14,89561404,,
Africa,Democratic Republic of Congo,2020-05-15,89561404,,
Africa,Democratic Republic of Congo,2020-05-16,89561404,,
Africa,Democratic Republic of Congo,2020-05-17,89561404,,
Africa,Democratic Republic of Congo,2020-05-18,89561404,,
Africa,Democratic Republic of Congo,2020-05-19,89561404,,
Africa,Democratic Republic of Congo,2020-05-20,89561404,,
Africa,Democratic Republic of Congo,2020-05-21,89561404,,
Africa,Democratic Republic of Congo,2020-05-22,89561404,,
Africa,Democratic Republic of Congo,2020-05-23,89561404,,
Africa,Democratic Republic of Congo,2020-05-24,89561404,,
Africa,Democratic Republic of Congo,2020-05-25,89561404,,
Africa,Democratic Republic of Congo,2020-05-26,89561404,,
Africa,Democratic Republic of Congo,2020-05-27,89561404,,
Africa,Democratic Republic of Congo,2020-05-28,89561404,,
Africa,Democratic Republic of Congo,2020-05-29,89561404,,
Africa,Democratic Republic of Congo,2020-05-30,89561404,,
Africa,Democratic Republic of Congo,2020-05-31,89561404,,
Africa,Democratic Republic of Congo,2020-06-01,89561404,,
Africa,Democratic Republic of Congo,2020-06-02,89561404,,
Africa,Democratic Republic of Congo,2020-06-03,89561404,,
Africa,Democratic Republic of Congo,2020-06-04,89561404,,
Africa,Democratic Republic of Congo,2020-06-05,89561404,,
Africa,Democratic Republic of Congo,2020-06-06,89561404,,
Africa,Democratic Republic of Congo,2020-06-07,89561404,,
Africa,Democratic Republic of Congo,2020-06-08,89561404,,
Africa,Democratic Republic of Congo,2020-06-09,89561404,,
Africa,Democratic Republic of Congo,2020-06-10,89561404,,
Africa,Democratic Republic of Congo,2020-06-11,89561404,,
Africa,Democratic Republic of Congo,2020-06-12,89561404,,
Africa,Democratic Republic of Congo,2020-06-13,89561404,,
Africa,Democratic Republic of Congo,2020-06-14,89561404,,
Africa,Democratic Republic of Congo,2020-06-15,89561404,,
Africa,Democratic Republic of Congo,2020-06-16,89561404,,
Africa,Democratic Republic of Congo,2020-06-17,89561404,,
Africa,Democratic Republic of Congo,2020-06-18,89561404,,
Africa,Democratic Republic of Congo,2020-06-19,89561404,,
Africa,Democratic Republic of Congo,2020-06-20,89561404,,
Africa,Democratic Republic of Congo,2020-06-21,89561404,,
Africa,Democratic Republic of Congo,2020-06-22,89561404,,
Africa,Democratic Republic of Congo,2020-06-23,89561404,,
Africa,Democratic Republic of Congo,2020-06-24,89561404,,
Africa,Democratic Republic of Congo,2020-06-25,89561404,,
Africa,Democratic Republic of Congo,2020-06-26,89561404,,
Africa,Democratic Republic of Congo,2020-06-27,89561404,,
Africa,Democratic Republic of Congo,2020-06-28,89561404,,
Africa,Democratic Republic of Congo,2020-06-29,89561404,,
Africa,Democratic Republic of Congo,2020-06-30,89561404,,
Africa,Democratic Republic of Congo,2020-07-01,89561404,,
Africa,Democratic Republic of Congo,2020-07-02,89561404,,
Africa,Democratic Republic of Congo,2020-07-03,89561404,,
Africa,Democratic Republic of Congo,2020-07-04,89561404,,
Africa,Democratic Republic of Congo,2020-07-05,89561404,,
Africa,Democratic Republic of Congo,2020-07-06,89561404,,
Africa,Democratic Republic of Congo,2020-07-07,89561404,,
Africa,Democratic Republic of Congo,2020-07-08,89561404,,
Africa,Democratic Republic of Congo,2020-07-09,89561404,,
Africa,Democratic Republic of Congo,2020-07-10,89561404,,
Africa,Democratic Republic of Congo,2020-07-11,89561404,,
Africa,Democratic Republic of Congo,2020-07-12,89561404,,
Africa,Democratic Republic of Congo,2020-07-13,89561404,,
Africa,Democratic Republic of Congo,2020-07-14,89561404,,
Africa,Democratic Republic of Congo,2020-07-15,89561404,,
Africa,Democratic Republic of Congo,2020-07-16,89561404,,
Africa,Democratic Republic of Congo,2020-07-17,89561404,,
Africa,Democratic Republic of Congo,2020-07-18,89561404,,
Africa,Democratic Republic of Congo,2020-07-19,89561404,,
Africa,Democratic Republic of Congo,2020-07-20,89561404,,
Africa,Democratic Republic of Congo,2020-07-21,89561404,,
Africa,Democratic Republic of Congo,2020-07-22,89561404,,
Africa,Democratic Republic of Congo,2020-07-23,89561404,,
Africa,Democratic Republic of Congo,2020-07-24,89561404,,
Africa,Democratic Republic of Congo,2020-07-25,89561404,,
Africa,Democratic Republic of Congo,2020-07-26,89561404,,
Africa,Democratic Republic of Congo,2020-07-27,89561404,,
Africa,Democratic Republic of Congo,2020-07-28,89561404,,
Africa,Democratic Republic of Congo,2020-07-29,89561404,,
Africa,Democratic Republic of Congo,2020-07-30,89561404,,
Africa,Democratic Republic of Congo,2020-07-31,89561404,,
Africa,Democratic Republic of Congo,2020-08-01,89561404,,
Africa,Democratic Republic of Congo,2020-08-02,89561404,,
Africa,Democratic Republic of Congo,2020-08-03,89561404,,
Africa,Democratic Republic of Congo,2020-08-04,89561404,,
Africa,Democratic Republic of Congo,2020-08-05,89561404,,
Africa,Democratic Republic of Congo,2020-08-06,89561404,,
Africa,Democratic Republic of Congo,2020-08-07,89561404,,
Africa,Democratic Republic of Congo,2020-08-08,89561404,,
Africa,Democratic Republic of Congo,2020-08-09,89561404,,
Africa,Democratic Republic of Congo,2020-08-10,89561404,,
Africa,Democratic Republic of Congo,2020-08-11,89561404,,
Africa,Democratic Republic of Congo,2020-08-12,89561404,,
Africa,Democratic Republic of Congo,2020-08-13,89561404,,
Africa,Democratic Republic of Congo,2020-08-14,89561404,,
Africa,Democratic Republic of Congo,2020-08-15,89561404,,
Africa,Democratic Republic of Congo,2020-08-16,89561404,,
Africa,Democratic Republic of Congo,2020-08-17,89561404,,
Africa,Democratic Republic of Congo,2020-08-18,89561404,,
Africa,Democratic Republic of Congo,2020-08-19,89561404,,
Africa,Democratic Republic of Congo,2020-08-20,89561404,,
Africa,Democratic Republic of Congo,2020-08-21,89561404,,
Africa,Democratic Republic of Congo,2020-08-22,89561404,,
Africa,Democratic Republic of Congo,2020-08-23,89561404,,
Africa,Democratic Republic of Congo,2020-08-24,89561404,,
Africa,Democratic Republic of Congo,2020-08-25,89561404,,
Africa,Democratic Republic of Congo,2020-08-26,89561404,,
Africa,Democratic Republic of Congo,2020-08-27,89561404,,
Africa,Democratic Republic of Congo,2020-08-28,89561404,,
Africa,Democratic Republic of Congo,2020-08-29,89561404,,
Africa,Democratic Republic of Congo,2020-08-30,89561404,,
Africa,Democratic Republic of Congo,2020-08-31,89561404,,
Africa,Democratic Republic of Congo,2020-09-01,89561404,,
Africa,Democratic Republic of Congo,2020-09-02,89561404,,
Africa,Democratic Republic of Congo,2020-09-03,89561404,,
Africa,Democratic Republic of Congo,2020-09-04,89561404,,
Africa,Democratic Republic of Congo,2020-09-05,89561404,,
Africa,Democratic Republic of Congo,2020-09-06,89561404,,
Africa,Democratic Republic of Congo,2020-09-07,89561404,,
Africa,Democratic Republic of Congo,2020-09-08,89561404,,
Africa,Democratic Republic of Congo,2020-09-09,89561404,,
Africa,Democratic Republic of Congo,2020-09-10,89561404,,
Africa,Democratic Republic of Congo,2020-09-11,89561404,,
Africa,Democratic Republic of Congo,2020-09-12,89561404,,
Africa,Democratic Republic of Congo,2020-09-13,89561404,,
Africa,Democratic Republic of Congo,2020-09-14,89561404,,
Africa,Democratic Republic of Congo,2020-09-15,89561404,,
Africa,Democratic Republic of Congo,2020-09-16,89561404,,
Africa,Democratic Republic of Congo,2020-09-17,89561404,,
Africa,Democratic Republic of Congo,2020-09-18,89561404,,
Africa,Democratic Republic of Congo,2020-09-19,89561404,,
Africa,Democratic Republic of Congo,2020-09-20,89561404,,
Africa,Democratic Republic of Congo,2020-09-21,89561404,,
Africa,Democratic Republic of Congo,2020-09-22,89561404,,
Africa,Democratic Republic of Congo,2020-09-23,89561404,,
Africa,Democratic Republic of Congo,2020-09-24,89561404,,
Africa,Democratic Republic of Congo,2020-09-25,89561404,,
Africa,Democratic Republic of Congo,2020-09-26,89561404,,
Africa,Democratic Republic of Congo,2020-09-27,89561404,,
Africa,Democratic Republic of Congo,2020-09-28,89561404,,
Africa,Democratic Republic of Congo,2020-09-29,89561404,,
Africa,Democratic Republic of Congo,2020-09-30,89561404,,
Africa,Democratic Republic of Congo,2020-10-01,89561404,,
Africa,Democratic Republic of Congo,2020-10-02,89561404,,
Africa,Democratic Republic of Congo,2020-10-03,89561404,,
Africa,Democratic Republic of Congo,2020-10-04,89561404,,
Africa,Democratic Republic of Congo,2020-10-05,89561404,,
Africa,Democratic Republic of Congo,2020-10-06,89561404,,
Africa,Democratic Republic of Congo,2020-10-07,89561404,,
Africa,Democratic Republic of Congo,2020-10-08,89561404,,
Africa,Democratic Republic of Congo,2020-10-09,89561404,,
Africa,Democratic Republic of Congo,2020-10-10,89561404,,
Africa,Democratic Republic of Congo,2020-10-11,89561404,,
Africa,Democratic Republic of Congo,2020-10-12,89561404,,
Africa,Democratic Republic of Congo,2020-10-13,89561404,,
Africa,Democratic Republic of Congo,2020-10-14,89561404,,
Africa,Democratic Republic of Congo,2020-10-15,89561404,,
Africa,Democratic Republic of Congo,2020-10-16,89561404,,
Africa,Democratic Republic of Congo,2020-10-17,89561404,,
Africa,Democratic Republic of Congo,2020-10-18,89561404,,
Africa,Democratic Republic of Congo,2020-10-19,89561404,,
Africa,Democratic Republic of Congo,2020-10-20,89561404,,
Africa,Democratic Republic of Congo,2020-10-21,89561404,,
Africa,Democratic Republic of Congo,2020-10-22,89561404,,
Africa,Democratic Republic of Congo,2020-10-23,89561404,,
Africa,Democratic Republic of Congo,2020-10-24,89561404,,
Africa,Democratic Republic of Congo,2020-10-25,89561404,,
Africa,Democratic Republic of Congo,2020-10-26,89561404,,
Africa,Democratic Republic of Congo,2020-10-27,89561404,,
Africa,Democratic Republic of Congo,2020-10-28,89561404,,
Africa,Democratic Republic of Congo,2020-10-29,89561404,,
Africa,Democratic Republic of Congo,2020-10-30,89561404,,
Africa,Democratic Republic of Congo,2020-10-31,89561404,,
Africa,Democratic Republic of Congo,2020-11-01,89561404,,
Africa,Democratic Republic of Congo,2020-11-02,89561404,,
Africa,Democratic Republic of Congo,2020-11-03,89561404,,
Africa,Democratic Republic of Congo,2020-11-04,89561404,,
Africa,Democratic Republic of Congo,2020-11-05,89561404,,
Africa,Democratic Republic of Congo,2020-11-06,89561404,,
Africa,Democratic Republic of Congo,2020-11-07,89561404,,
Africa,Democratic Republic of Congo,2020-11-08,89561404,,
Africa,Democratic Republic of Congo,2020-11-09,89561404,,
Africa,Democratic Republic of Congo,2020-11-10,89561404,,
Africa,Democratic Republic of Congo,2020-11-11,89561404,,
Africa,Democratic Republic of Congo,2020-11-12,89561404,,
Africa,Democratic Republic of Congo,2020-11-13,89561404,,
Africa,Democratic Republic of Congo,2020-11-14,89561404,,
Africa,Democratic Republic of Congo,2020-11-15,89561404,,
Africa,Democratic Republic of Congo,2020-11-16,89561404,,
Africa,Democratic Republic of Congo,2020-11-17,89561404,,
Africa,Democratic Republic of Congo,2020-11-18,89561404,,
Africa,Democratic Republic of Congo,2020-11-19,89561404,,
Africa,Democratic Republic of Congo,2020-11-20,89561404,,
Africa,Democratic Republic of Congo,2020-11-21,89561404,,
Africa,Democratic Republic of Congo,2020-11-22,89561404,,
Africa,Democratic Republic of Congo,2020-11-23,89561404,,
Africa,Democratic Republic of Congo,2020-11-24,89561404,,
Africa,Democratic Republic of Congo,2020-11-25,89561404,,
Africa,Democratic Republic of Congo,2020-11-26,89561404,,
Africa,Democratic Republic of Congo,2020-11-27,89561404,,
Africa,Democratic Republic of Congo,2020-11-28,89561404,,
Africa,Democratic Republic of Congo,2020-11-29,89561404,,
Africa,Democratic Republic of Congo,2020-11-30,89561404,,
Africa,Democratic Republic of Congo,2020-12-01,89561404,,
Africa,Democratic Republic of Congo,2020-12-02,89561404,,
Africa,Democratic Republic of Congo,2020-12-03,89561404,,
Africa,Democratic Republic of Congo,2020-12-04,89561404,,
Africa,Democratic Republic of Congo,2020-12-05,89561404,,
Africa,Democratic Republic of Congo,2020-12-06,89561404,,
Africa,Democratic Republic of Congo,2020-12-07,89561404,,
Africa,Democratic Republic of Congo,2020-12-08,89561404,,
Africa,Democratic Republic of Congo,2020-12-09,89561404,,
Africa,Democratic Republic of Congo,2020-12-10,89561404,,
Africa,Democratic Republic of Congo,2020-12-11,89561404,,
Africa,Democratic Republic of Congo,2020-12-12,89561404,,
Africa,Democratic Republic of Congo,2020-12-13,89561404,,
Africa,Democratic Republic of Congo,2020-12-14,89561404,,
Africa,Democratic Republic of Congo,2020-12-15,89561404,,
Africa,Democratic Republic of Congo,2020-12-16,89561404,,
Africa,Democratic Republic of Congo,2020-12-17,89561404,,
Africa,Democratic Republic of Congo,2020-12-18,89561404,,
Africa,Democratic Republic of Congo,2020-12-19,89561404,,
Africa,Democratic Republic of Congo,2020-12-20,89561404,,
Africa,Democratic Republic of Congo,2020-12-21,89561404,,
Africa,Democratic Republic of Congo,2020-12-22,89561404,,
Africa,Democratic Republic of Congo,2020-12-23,89561404,,
Africa,Democratic Republic of Congo,2020-12-24,89561404,,
Africa,Democratic Republic of Congo,2020-12-25,89561404,,
Africa,Democratic Republic of Congo,2020-12-26,89561404,,
Africa,Democratic Republic of Congo,2020-12-27,89561404,,
Africa,Democratic Republic of Congo,2020-12-28,89561404,,
Africa,Democratic Republic of Congo,2020-12-29,89561404,,
Africa,Democratic Republic of Congo,2020-12-30,89561404,,
Africa,Democratic Republic of Congo,2020-12-31,89561404,,
Africa,Democratic Republic of Congo,2021-01-01,89561404,,
Africa,Democratic Republic of Congo,2021-01-02,89561404,,
Africa,Democratic Republic of Congo,2021-01-03,89561404,,
Africa,Democratic Republic of Congo,2021-01-04,89561404,,
Africa,Democratic Republic of Congo,2021-01-05,89561404,,
Africa,Democratic Republic of Congo,2021-01-06,89561404,,
Africa,Democratic Republic of Congo,2021-01-07,89561404,,
Africa,Democratic Republic of Congo,2021-01-08,89561404,,
Africa,Democratic Republic of Congo,2021-01-09,89561404,,
Africa,Democratic Republic of Congo,2021-01-10,89561404,,
Africa,Democratic Republic of Congo,2021-01-11,89561404,,
Africa,Democratic Republic of Congo,2021-01-12,89561404,,
Africa,Democratic Republic of Congo,2021-01-13,89561404,,
Africa,Democratic Republic of Congo,2021-01-14,89561404,,
Africa,Democratic Republic of Congo,2021-01-15,89561404,,
Africa,Democratic Republic of Congo,2021-01-16,89561404,,
Africa,Democratic Republic of Congo,2021-01-17,89561404,,
Africa,Democratic Republic of Congo,2021-01-18,89561404,,
Africa,Democratic Republic of Congo,2021-01-19,89561404,,
Africa,Democratic Republic of Congo,2021-01-20,89561404,,
Africa,Democratic Republic of Congo,2021-01-21,89561404,,
Africa,Democratic Republic of Congo,2021-01-22,89561404,,
Africa,Democratic Republic of Congo,2021-01-23,89561404,,
Africa,Democratic Republic of Congo,2021-01-24,89561404,,
Africa,Democratic Republic of Congo,2021-01-25,89561404,,
Africa,Democratic Republic of Congo,2021-01-26,89561404,,
Africa,Democratic Republic of Congo,2021-01-27,89561404,,
Africa,Democratic Republic of Congo,2021-01-28,89561404,,
Africa,Democratic Republic of Congo,2021-01-29,89561404,,
Africa,Democratic Republic of Congo,2021-01-30,89561404,,
Africa,Democratic Republic of Congo,2021-01-31,89561404,,
Africa,Democratic Republic of Congo,2021-02-01,89561404,,
Africa,Democratic Republic of Congo,2021-02-02,89561404,,
Africa,Democratic Republic of Congo,2021-02-03,89561404,,
Africa,Democratic Republic of Congo,2021-02-04,89561404,,
Africa,Democratic Republic of Congo,2021-02-05,89561404,,
Africa,Democratic Republic of Congo,2021-02-06,89561404,,
Africa,Democratic Republic of Congo,2021-02-07,89561404,,
Africa,Democratic Republic of Congo,2021-02-08,89561404,,
Africa,Democratic Republic of Congo,2021-02-09,89561404,,
Africa,Democratic Republic of Congo,2021-02-10,89561404,,
Africa,Democratic Republic of Congo,2021-02-11,89561404,,
Africa,Democratic Republic of Congo,2021-02-12,89561404,,
Africa,Democratic Republic of Congo,2021-02-13,89561404,,
Africa,Democratic Republic of Congo,2021-02-14,89561404,,
Africa,Democratic Republic of Congo,2021-02-15,89561404,,
Africa,Democratic Republic of Congo,2021-02-16,89561404,,
Africa,Democratic Republic of Congo,2021-02-17,89561404,,
Africa,Democratic Republic of Congo,2021-02-18,89561404,,
Africa,Democratic Republic of Congo,2021-02-19,89561404,,
Africa,Democratic Republic of Congo,2021-02-20,89561404,,
Africa,Democratic Republic of Congo,2021-02-21,89561404,,
Africa,Democratic Republic of Congo,2021-02-22,89561404,,
Africa,Democratic Republic of Congo,2021-02-23,89561404,,
Africa,Democratic Republic of Congo,2021-02-24,89561404,,
Africa,Democratic Republic of Congo,2021-02-25,89561404,,
Africa,Democratic Republic of Congo,2021-02-26,89561404,,
Africa,Democratic Republic of Congo,2021-02-27,89561404,,
Africa,Democratic Republic of Congo,2021-02-28,89561404,,
Africa,Democratic Republic of Congo,2021-03-01,89561404,,
Africa,Democratic Republic of Congo,2021-03-02,89561404,,
Africa,Democratic Republic of Congo,2021-03-03,89561404,,
Africa,Democratic Republic of Congo,2021-03-04,89561404,,
Africa,Democratic Republic of Congo,2021-03-05,89561404,,
Africa,Democratic Republic of Congo,2021-03-06,89561404,,
Africa,Democratic Republic of Congo,2021-03-07,89561404,,
Africa,Democratic Republic of Congo,2021-03-08,89561404,,
Africa,Democratic Republic of Congo,2021-03-09,89561404,,
Africa,Democratic Republic of Congo,2021-03-10,89561404,,
Africa,Democratic Republic of Congo,2021-03-11,89561404,,
Africa,Democratic Republic of Congo,2021-03-12,89561404,,
Africa,Democratic Republic of Congo,2021-03-13,89561404,,
Africa,Democratic Republic of Congo,2021-03-14,89561404,,
Africa,Democratic Republic of Congo,2021-03-15,89561404,,
Africa,Democratic Republic of Congo,2021-03-16,89561404,,
Africa,Democratic Republic of Congo,2021-03-17,89561404,,
Africa,Democratic Republic of Congo,2021-03-18,89561404,,
Africa,Democratic Republic of Congo,2021-03-19,89561404,,
Africa,Democratic Republic of Congo,2021-03-20,89561404,,
Africa,Democratic Republic of Congo,2021-03-21,89561404,,
Africa,Democratic Republic of Congo,2021-03-22,89561404,,
Africa,Democratic Republic of Congo,2021-03-23,89561404,,
Africa,Democratic Republic of Congo,2021-03-24,89561404,,
Africa,Democratic Republic of Congo,2021-03-25,89561404,,
Africa,Democratic Republic of Congo,2021-03-26,89561404,,
Africa,Democratic Republic of Congo,2021-03-27,89561404,,
Africa,Democratic Republic of Congo,2021-03-28,89561404,,
Africa,Democratic Republic of Congo,2021-03-29,89561404,,
Africa,Democratic Republic of Congo,2021-03-30,89561404,,
Africa,Democratic Republic of Congo,2021-03-31,89561404,,
Africa,Democratic Republic of Congo,2021-04-01,89561404,,
Africa,Democratic Republic of Congo,2021-04-02,89561404,,
Africa,Democratic Republic of Congo,2021-04-03,89561404,,
Africa,Democratic Republic of Congo,2021-04-04,89561404,,
Africa,Democratic Republic of Congo,2021-04-05,89561404,,
Africa,Democratic Republic of Congo,2021-04-06,89561404,,
Africa,Democratic Republic of Congo,2021-04-07,89561404,,
Africa,Democratic Republic of Congo,2021-04-08,89561404,,
Africa,Democratic Republic of Congo,2021-04-09,89561404,,
Africa,Democratic Republic of Congo,2021-04-10,89561404,,
Africa,Democratic Republic of Congo,2021-04-11,89561404,,
Africa,Democratic Republic of Congo,2021-04-12,89561404,,
Africa,Democratic Republic of Congo,2021-04-13,89561404,,
Africa,Democratic Republic of Congo,2021-04-14,89561404,,
Africa,Democratic Republic of Congo,2021-04-15,89561404,,
Africa,Democratic Republic of Congo,2021-04-16,89561404,,
Africa,Democratic Republic of Congo,2021-04-17,89561404,,
Africa,Democratic Republic of Congo,2021-04-18,89561404,,
Africa,Democratic Republic of Congo,2021-04-19,89561404,,
